-8.429251930443120155e-01,-1.043723011079243035e+00,-7.951829005217063706e-01,0.000000000000000000e+00
-5.183756709311446720e-01,-1.074045798594064127e+00,-1.074040606838019940e+00,0.000000000000000000e+00
-5.006090592869367750e-01,-7.573158300362385908e-01,-1.148460836266336660e+00,0.000000000000000000e+00
-8.284274494868122396e-01,-1.146545541730762174e+00,-1.147276679539094735e+00,0.000000000000000000e+00
-9.234848114023135324e-01,-1.605032337532284581e+00,-1.545466912738202581e+00,0.000000000000000000e+00
-1.177810929231000170e+00,-1.320285322535685868e+00,-9.006262680366462492e-01,0.000000000000000000e+00
-1.287142424891577042e+00,-1.446609644410570716e+00,-5.365211640386082781e-01,0.000000000000000000e+00
-1.071396735122403410e+00,-9.786457066884101108e-01,-1.450544936062823309e+00,0.000000000000000000e+00
-1.172148932834758295e+00,-9.649231972552467784e-01,-1.363976127687983153e+00,0.000000000000000000e+00
-8.811938549615951910e-01,-1.189938631096303823e+00,-1.092241662858202345e+00,0.000000000000000000e+00
-1.190276337782862015e+00,-4.142582076710142891e-01,-1.004268197226304116e+00,0.000000000000000000e+00
-1.334477564155318818e+00,-7.398884599970921849e-01,-1.386064660086178790e+00,0.000000000000000000e+00
-9.339515319494006151e-01,-1.619702105404441372e+00,-1.420009307097881424e+00,0.000000000000000000e+00
-9.377470111657932872e-01,-7.664763631299568170e-01,-9.458085912731503120e-01,0.000000000000000000e+00
-1.036571197983317649e+00,-1.095217348995614737e+00,-1.467549706020660372e+00,0.000000000000000000e+00
-1.227634725900817791e+00,-1.145666769481355374e+00,-6.657085999960459244e-01,0.000000000000000000e+00
-8.913383559272385348e-01,-1.557522249728336305e+00,-8.975156503564146737e-01,0.000000000000000000e+00
-1.121773709268721220e+00,-1.214061531924402582e+00,-8.065709736543822395e-01,0.000000000000000000e+00
-6.739693242366787684e-01,-7.055033683959898161e-01,-1.265383882570878749e+00,0.000000000000000000e+00
-1.097781538840188365e+00,-8.952453051241788806e-01,-6.915055438014841016e-01,0.000000000000000000e+00
-1.151528198766637034e+00,-1.058710523431371175e+00,-1.349853837296222769e+00,0.000000000000000000e+00
-1.378273748427573997e+00,-7.430567743532887626e-01,-5.711192455824362080e-01,0.000000000000000000e+00
-1.022771599877949855e+00,-6.826550335752017418e-01,-8.856406476879774559e-01,0.000000000000000000e+00
-1.204004778812109100e+00,-8.857166750217717599e-01,-5.136301325342587099e-01,0.000000000000000000e+00
-1.011329188312971805e+00,-5.052162321095186037e-01,-1.828436141799848480e+00,0.000000000000000000e+00
-7.400916071577785527e-01,-9.724733000727279197e-01,-1.094554426460434993e+00,0.000000000000000000e+00
-9.709826946282078541e-01,-1.628524477668751747e+00,-1.069466350347557881e+00,0.000000000000000000e+00
-8.870710892943121095e-01,-5.326488678218016526e-01,-1.163891433317734592e+00,0.000000000000000000e+00
-1.255668125881817199e+00,-1.158669508975951112e+00,-7.105244333119905553e-01,0.000000000000000000e+00
-8.960397710167614660e-01,-1.167524885761875630e+00,-8.376905862573665873e-01,0.000000000000000000e+00
-9.693013834392798511e-01,-6.936875585803832234e-01,-1.222008681502044558e+00,0.000000000000000000e+00
-1.103615868626893981e+00,-1.123995485301970465e+00,-1.462804062580068232e+00,0.000000000000000000e+00
-9.063585463115819696e-01,-9.174470744716359816e-01,-9.983829830293305951e-01,0.000000000000000000e+00
-1.074182965123516631e+00,-1.447579527844196745e+00,-1.133019730703521244e+00,0.000000000000000000e+00
-1.108375845942801030e+00,-1.253702348572041769e+00,-1.051003020290578016e+00,0.000000000000000000e+00
-8.722279001923493036e-01,-4.035356461677378492e-01,-9.447936482520818968e-01,0.000000000000000000e+00
